Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Area,Road Width,Road Type,Build Area,Amenities,Pricepersqft
Other,Others,280000,0,0,3.0,0,East,2074.0,1026.75,0.0, Soil Stabilized,1026.75,0,272.7051375700024
Other,Kathmandu,38700000,6,5,3.0,3,East,2076.0,1369.0,15.0, Blacktopped,1369.0,14,28268.80934989043
Other,Kathmandu,39000000,6,5,3.0,3,East,2019.0,1369.0,13.0, Blacktopped,2300.0,0,28487.947406866326
Other,Lalitpur,1200000,0,0,3.0,0,South East,2074.0,1129.425,20.0, Soil Stabilized,1129.425,0,1062.4875489740355
Other,Kathmandu,15000000,4,2,1.5,1,South,2072.0,12304.0,18.0, Concrete,12304.0,16,1219.1157347204162
Other,Kathmandu,155000000,9,6,5.5,31,North,2075.0,12081.5,20.0, Blacktopped,8214000.0,18,12829.53275669412
Other,Kathmandu,32500000,4,3,2.0,4,East,2074.0,1967.9375,11.0, Blacktopped,1967.9375,11,16514.75211992251
Other,Lalitpur,90000000,4,2,2.5,3,South,2074.0,6845.0,16.0, Blacktopped,6845.0,21,13148.283418553689
Chabahil,Kathmandu,4500000,0,0,3.0,0,East,2074.0,2053.5,15.0, Blacktopped,2053.5,0,2191.3805697589482
Sitapaila,Kathmandu,21000000,6,5,2.5,1,East,2074.0,1369.0,14.0, Concrete,752950.0,14,15339.663988312637
Imadol,Lalitpur,21500000,5,3,2.5,1,South,2076.0,4671.75,20.0, Blacktopped,4671.75,13,4602.129822871515
Imadol,Lalitpur,22500000,6,3,2.5,1,South,2076.0,8316.75,20.0, Blacktopped,8316.75,12,2705.3837135900444
Golfutar,Kathmandu,35000000,4,4,2.0,2,East,2074.0,2395.75,20.0, Gravelled,2395.75,24,14609.203798392988
Other,Kathmandu,60000000,5,4,2.0,2,East,2074.0,4791.5,16.0, Blacktopped,4791.5,21,12522.174684336847
Other,Kathmandu,75000000,0,4,2.0,0,East,2074.0,3764.75,18.0, Blacktopped,3764.75,20,19921.641543263166
Basundhara,Kathmandu,36500000,4,3,2.0,1,East,2076.0,1711.25,15.0, Gravelled,1711.25,20,21329.437545653764
Hattigauda,Kathmandu,37500000,4,3,2.0,1,South East,2074.0,1711.25,15.0, Blacktopped,1711.25,21,21913.80569758948
Baluwatar,Kathmandu,5700000,0,0,3.0,0,East,2074.0,5476.0,15.0, Blacktopped,5476.0,0,1040.9057706355004
Tokha,Kathmandu,25000000,4,3,2.0,1,East,2076.0,1060.975,12.0, Gravelled,1060.975,20,23563.23193289192
Budhanilkantha,Kathmandu,3500000,0,0,3.0,0,South East,2074.0,2053.5,20.0, Blacktopped,2053.5,0,1704.4071098125153
Budhanilkantha,Kathmandu,24000000,4,3,2.0,1,East,2076.0,1369.0,14.0, Blacktopped,1369.0,21,17531.044558071586
Basundhara,Kathmandu,35500000,4,3,3.0,1,East,2076.0,1625.6875,15.0, Gravelled,1625.6875,22,21836.915151282148
Other,Kathmandu,110000000,4,4,3.0,0,East,2074.0,5476.0,16.0, Blacktopped,5476.0,25,20087.65522279036
Other,Kathmandu,55000000,4,3,3.0,2,East,2074.0,1711.25,15.0, Blacktopped,1711.25,24,32140.248356464574
Hattigauda,Kathmandu,35500000,4,4,2.0,2,East,2074.0,1882.375,15.0, Blacktopped,1882.375,22,18859.15399428913
Tokha,Kathmandu,29500000,4,3,2.0,1,East,2076.0,1369.0,13.0, Blacktopped,1369.0,21,21548.575602629655
Kapan,Kathmandu,28000000,4,3,2.0,2,South East,2076.0,1540.125,14.0, Blacktopped,1540.125,18,18180.34250466683
Budhanilkantha,Kathmandu,45000000,4,4,3.0,3,East,2074.0,2395.75,16.0, Blacktopped,2395.75,22,18783.26202650527
Other,Kathmandu,80000000,0,4,3.0,0,East,2074.0,7187.25,16.0, Blacktopped,7187.25,21,11130.821941632752
Dhapasi,Kathmandu,35000000,4,4,2.0,2,East,2074.0,1711.25,15.0, Blacktopped,2500.0,21,20452.885317750184
Other,Kathmandu,57500000,4,4,2.0,4,South East,2074.0,4107.0,16.0, Blacktopped,4107.0,21,14000.486973459947
Golfutar,Kathmandu,55000000,4,4,2.0,3,South East,2074.0,3080.25,20.0, Blacktopped,3080.25,22,17855.69353136921
Other,Kathmandu,67500000,4,4,3.0,4,South East,2074.0,3080.25,20.0, Blacktopped,3080.25,22,21913.80569758948
Other,Kathmandu,55000000,4,3,2.0,3,South East,2074.0,2738.0,14.0, Blacktopped,2738.0,22,20087.65522279036
Samakhusi,Kathmandu,35000000,6,3,2.0,2,East,2076.0,1711.25,15.0, Blacktopped,1711.25,19,20452.885317750184
Budhanilkantha,Kathmandu,36000000,5,4,2.0,2,North East,2074.0,2053.5,15.0, Blacktopped,2053.5,22,17531.044558071586
Kapan,Kathmandu,26000000,4,3,2.0,2,North East,2076.0,1369.0,14.0, Blacktopped,1369.0,15,18991.964937910885
Golfutar,Kathmandu,47500000,5,4,2.0,3,South East,2074.0,3080.25,16.0, Blacktopped,3080.25,20,15420.826231637042
Kapan,Kathmandu,18200000,5,5,3.0,1,East,2076.0,1095.2,13.0, Blacktopped,1095.2,4,16617.969320672022
Kapan,Kathmandu,26000000,6,5,3.0,1,East,2076.0,1369.0,14.0, Blacktopped,1369.0,5,18991.964937910885
Other,Kathmandu,39000000,5,5,3.0,2,East,2070.0,2395.75,14.0, Paved,2395.75,6,16278.8270896379
Sitapaila,Kathmandu,2300000,0,0,3.0,0,East,2074.0,1745.475,12.0, Soil Stabilized,1745.475,0,1317.6928916197596
Hattigauda,Kathmandu,33500000,5,5,3.0,2,North West,2076.0,1882.375,13.0, Gravelled,1882.375,8,17796.666445315095
Basundhara,Kathmandu,39900000,5,6,3.0,2,East,2069.0,2395.75,14.0, Blacktopped,2395.75,4,16654.492330168006
Other,Lalitpur,18000000,3,2,4.0,1,East,2074.0,1259.0,0.0,None,1259.0,23,14297.061159650517
Other,Kathmandu,32500000,8,7,4.0,1,South East,2076.0,1369.0,20.0, Blacktopped,1369.0,3,23739.956172388604
Budhanilkantha,Kathmandu,29000000,5,5,3.0,2,South,2075.0,1711.25,14.0, Gravelled,1711.25,5,16946.676406135866
Tokha,Kathmandu,2600000,0,0,3.0,0,North East,2074.0,1369.0,15.0,None,1369.0,0,1899.1964937910884
Budhanilkantha,Kathmandu,36000000,5,5,3.0,1,East,2070.0,2053.5,13.0, Blacktopped,2053.5,5,17531.044558071586
Golfutar,Kathmandu,47500000,4,5,3.0,3,East,2070.0,3080.25,15.0, Soil Stabilized,3080.25,10,15420.826231637042
Other,Kathmandu,28000000,0,0,3.0,0,East,2074.0,1369.0,12.0, Blacktopped,1369.0,5,20452.885317750184
Budhanilkantha,Kathmandu,4000000,0,0,3.0,0,North,2074.0,9583.0,210.0, Blacktopped,9583.0,0,417.40582281122823
Imadol,Lalitpur,15000000,5,3,2.5,1,West,2076.0,7974.5,13.0, Gravelled,7974.5,14,1880.9956737099506
Imadol,Lalitpur,20000000,6,3,2.5,2,North,2076.0,8316.75,13.0, Gravelled,8316.75,13,2404.7855231911503
Samakhusi,Kathmandu,23000000,6,5,3.0,1,North West,2076.0,1197.875,13.0, Gravelled,1197.875,3,19200.667849316498
Imadol,Lalitpur,18500000,5,2,2.5,1,West,2076.0,8316.75,13.0, Gravelled,684500.0,13,2224.426608951814
Hattigauda,Kathmandu,24500000,6,5,3.0,1,North East,2076.0,1369.0,22.0, Gravelled,1369.0,4,17896.27465303141
Bhangal,Kathmandu,23800000,6,6,3.0,1,East,2076.0,1369.0,18.0, Blacktopped,1369.0,5,17384.952520087656
Other,Kathmandu,39000000,6,6,3.0,2,South,2076.0,2224.625,15.0, Soil Stabilized,2224.625,9,17531.044558071586
Budhanilkantha,Kathmandu,31000000,5,5,3.0,1,South West,2076.0,1540.125,14.0, Paved,1540.125,7,20128.23634445256
Tokha,Kathmandu,29000000,6,5,3.0,1,South,2076.0,1369.0,13.0, Gravelled,1369.0,3,21183.345507669834
Other,Kathmandu,25000000,6,5,3.0,1,South,2076.0,1197.875,13.0, Gravelled,1197.875,4,20870.29114056141
Other,Kathmandu,56000000,5,5,3.0,2,South,2071.0,2738.0,15.0, Blacktopped,2738.0,7,20452.885317750184
Other,Kathmandu,67500000,5,5,3.0,3,South East,2070.0,3080.25,20.0, Blacktopped,3080.25,14,21913.80569758948
Hattigauda,Kathmandu,4000000,0,0,3.0,0,East,2074.0,3764.75,13.0, Blacktopped,3764.75,0,1062.4875489740355
Budhanilkantha,Kathmandu,3500000,0,0,3.0,0,East,2074.0,2053.5,15.0, Soil Stabilized,2053.5,0,1704.4071098125153
Samakhusi,Kathmandu,37500000,6,6,3.0,1,East,2076.0,1283.4375,13.0, Blacktopped,1283.4375,2,29218.407596785975
Budhanilkantha,Kathmandu,4200000,0,0,3.0,0,East,2074.0,2738.0,13.0, Blacktopped,2738.0,0,1533.9663988312636
Samakhusi,Kathmandu,35000000,6,5,3.0,1,East,2076.0,1625.6875,13.0, Blacktopped,1625.6875,5,21529.352966052822
Imadol,Lalitpur,22000000,5,3,2.5,2,East,2076.0,8316.75,20.0, Gravelled,752950.0,14,2645.2640755102652
Imadol,Lalitpur,19500000,5,3,2.5,2,East,2076.0,8316.75,13.0, Gravelled,684500.0,15,2344.6658851113716
Other,Lalitpur,17000000,5,3,2.5,2,South,2074.0,8316.75,20.0, Blacktopped,8316.75,4,2044.0676947124778
Imadol,Lalitpur,17500000,6,4,2.5,1,South,2076.0,1028.75,16.0, Gravelled,581825.0,13,17010.93560145808
Other,Kathmandu,850000,0,1,3.0,1,East,2005.0,500.0,82.021, Blacktopped,500.0,10,1700.0
Other,Kathmandu,4500000,0,0,3.0,0,North East,2074.0,4107.0,15.0, Blacktopped,4107.0,0,1095.6902848794741
Imadol,Lalitpur,17500000,5,3,2.5,1,South East,2076.0,1028.75,13.0, Gravelled,581825.0,12,17010.93560145808
Other,Others,10000000,4,3,2.0,0,East,2074.0,1371.0,7.0, Gravelled,1371.0,0,7293.946024799417
Other,Kathmandu,22000000,0,0,3.0,0,East,2074.0,4671.75,20.0, Blacktopped,4671.75,0,4709.156097822015
Other,Kathmandu,22000000,11,3,2.5,1,South,2073.0,2053.5,11.0, Gravelled,2053.5,3,10713.416118821524
Imadol,Lalitpur,19000000,4,3,3.0,1,North,2076.0,1197.875,0.0,None,1197.875,0,15861.421266826672
Other,Kathmandu,1950000,0,0,3.0,2,North West,2074.0,1060.975,12.0,None,1060.975,1,1837.9320907655695
Other,Kathmandu,120000000,0,0,5.0,0,West,2074.0,8317.75,30.0, Blacktopped,8317.75,2,14426.97844970094
Other,Kathmandu,5750000,0,0,3.0,0,East,2074.0,14477.25,16.0, Soil Stabilized,14477.25,0,397.1748778255539
Other,Lalitpur,1600000,0,0,3.0,0,East,2074.0,5357.25,16.0, Blacktopped,5357.25,0,298.6606934527976
Other,Kathmandu,22000000,5,2,2.5,1,East,2076.0,11619.5,13.0, Paved,11619.5,6,1893.3689057188346
Other,Kathmandu,2500000,0,0,3.0,0,East,2074.0,8659.0,13.0, Soil Stabilized,8659.0,0,288.71694191015126
Imadol,Lalitpur,3000000,0,0,3.0,0,West,2074.0,11962.75,13.0, Gravelled,11962.75,0,250.7784581304466
Other,Kathmandu,17500000,5,4,3.0,1,North,2074.0,1060.975,15.0,None,1060.9750000000001,15,16494.262353024344
Imadol,Lalitpur,18000000,4,3,2.0,1,South,2076.0,1028.75,0.0,None,1028.75,0,17496.96233292831
Other,Kathmandu,34000000,5,4,3.0,1,South,2074.0,2053.5,14.0,None,2053.5,8,16557.09763817872
Tokha,Kathmandu,21000000,4,3,2.0,1,East,2074.0,49835.0225,12.0,None,49835.0225,0,421.3903986899976
Imadol,Lalitpur,17000000,4,3,2.5,1,South,2076.0,4673.75,13.0, Gravelled,4673.75,6,3637.3361861460285
Other,Pokhara,700000,0,0,3.0,0,North,2074.0,684.5,0.0,None,684.5,0,1022.6442658875092
Imadol,Lalitpur,2400000,0,0,3.0,0,West,2074.0,4672.75,20.0, Gravelled,4672.75,2,513.6161789096357
Imadol,Lalitpur,17000000,8,3,2.5,1,South,2076.0,1026.75,13.0, Gravelled,32513.75,3,16557.09763817872
Imadol,Lalitpur,2800000,0,0,3.0,0,South,2074.0,11961.75,10.0, Blacktopped,11961.75,1,234.07946161723828
Tokha,Kathmandu,16000000,4,3,3.0,1,East,2076.0,1026.75,12.0, Paved,1026.75,4,15583.150718285853
Imadol,Lalitpur,22000000,10,3,3.0,1,South,2074.0,11961.75,13.0, Blacktopped,11961.75,4,1839.1957698497295
Other,Kathmandu,11500000,2,1,1.0,1,North East,2073.0,1369.0,13.0, Blacktopped,1369.0,5,8400.292184075968
Other,Others,2100000,0,0,3.0,0,South West,2074.0,1711.25,13.0, Gravelled,1711.25,0,1227.173119065011
Imadol,Lalitpur,19700000,4,4,3.0,2,South,2076.0,1197.875,13.0,None,1197.875,3,16445.789418762393
Other,Kathmandu,29000000,6,5,3.0,1,East,2076.0,1369.0,20.0, Gravelled,1369.0,2,21183.345507669834
Other,Kathmandu,290000000,6,5,2.0,20,East,2068.0,18823.75,15.0, Blacktopped,18823.75,23,15406.069460123514
Hattigauda,Kathmandu,45000000,6,6,3.0,3,East,2075.0,2909.125,13.0, Gravelled,2909.125,7,15468.568727710222
Golfutar,Kathmandu,36000000,4,5,3.0,3,West,2075.0,2395.75,30.0, Soil Stabilized,2395.75,9,15026.609621204216
Hattigauda,Kathmandu,35500000,5,5,3.0,2,North West,2075.0,1882.375,13.0, Gravelled,1882.375,8,18859.15399428913
Other,Kathmandu,6100000,0,0,3.0,0,North,2074.0,1027.75,16.0, Blacktopped,1027.75,0,5935.295548528338
Other,Others,600000,0,0,3.0,0,East,2074.0,24498.0,60.0, Blacktopped,24498.0,0,24.49179524859172
Other,Kathmandu,24100000,3,3,3.0,0,South West,2068.0,941.1875,13.0, Paved,941.1875,6,25605.949930274255
Other,Bhaktapur,15500000,4,2,3.0,1,East,2073.0,1026.75,13.0, Gravelled,1026.75,4,15096.177258339421
Budhanilkantha,Kathmandu,40000000,5,5,3.0,3,East,2076.0,2566.875,20.0, Paved,2700.0,5,15583.150718285853
Other,Lalitpur,20000000,3,2,3.0,1,South,2070.0,1026.75,20.0, Blacktopped,1026.75,19,19478.938397857317
Imadol,Lalitpur,18000000,5,3,3.0,1,West,2019.0,1060.975,13.0, Blacktopped,1060.975,8,16965.52699168218
Other,Lalitpur,35000000,18,16,3.0,1,East,2076.0,9343.5,12.0, Gravelled,9343.5,8,3745.919623267512
Other,Kathmandu,17000000,0,0,3.0,0,East,2074.0,1026.75,12.0,None,1026.75,3,16557.09763817872
Other,Kathmandu,26000000,4,3,2.5,0,North,2076.0,8316.75,13.0, Blacktopped,8316.75,3,3126.2211801484955
Other,Kathmandu,4500000,0,0,3.0,0,South,2074.0,9001.25,12.0, Blacktopped,9001.25,0,499.93056519927785
Other,Others,3650000,4,1,3.0,0,North,2074.0,1361.0,14.0, Soil Stabilized,1361.0,0,2681.8515797207933
Other,Lalitpur,3100000,0,0,3.0,0,East,2074.0,8316.75,7.0, Blacktopped,8316.75,0,372.74175609462833
Dhapasi,Kathmandu,25500000,5,6,3.0,1,East,2076.0,1197.875,13.0, Blacktopped,1197.875,1,21287.69696337264
Other,Lalitpur,350000,0,0,3.0,0,East,2074.0,9240.75,24.0, Gravelled,9240.75,0,37.875713551389225
Other,Kathmandu,68000000,5,5,3.0,4,East,2076.0,4107.0,15.0, Blacktopped,4107.0,14,16557.09763817872
Bhangal,Kathmandu,21500000,6,5,3.0,1,North East,2076.0,1197.875,20.0, Gravelled,1197.875,3,17948.450380882812
Other,Kathmandu,18200000,6,0,3.0,5,West,2076.0,1026.75,13.0, Gravelled,1026.75,1,17725.833942050158
Other,Kathmandu,80000000,4,4,3.0,4,East,2072.0,7187.25,14.0, Blacktopped,7187.25,13,11130.821941632752
Bhangal,Kathmandu,19900000,6,5,3.0,1,South West,2076.0,1060.975,12.0, Paved,1060.975,2,18756.332618581968
Dhapasi,Kathmandu,72000000,5,5,3.0,0,South West,2070.0,5818.25,15.0, Blacktopped,5818.25,0,12374.854982168177
Baluwatar,Kathmandu,60000000,5,5,3.0,0,North East,2076.0,2053.5,13.0, Blacktopped,2053.5,9,29218.407596785975
Budhanilkantha,Kathmandu,57500000,6,5,3.0,6,North West,2075.0,4107.0,15.0, Blacktopped,4107.0,16,14000.486973459947
Dhapasi,Kathmandu,66000000,5,5,3.0,4,South East,2071.0,4791.5,20.0, Blacktopped,4791.5,21,13774.392152770532
Other,Kathmandu,29900000,7,5,3.0,1,South West,2076.0,1369.0,13.0, Blacktopped,1369.0,8,21840.759678597515
Other,Kathmandu,29900000,7,7,3.0,1,South East,2076.0,1369.0,13.0, Blacktopped,1369.0,10,21840.759678597515
Dhapasi,Kathmandu,33500000,4,4,3.0,1,North East,2072.0,1711.25,20.0, Blacktopped,1711.25,9,19576.333089846605
Other,Lalitpur,37500000,5,4,3.0,1,East,2075.0,12304.0,16.0, Gravelled,12304.0,12,3047.7893368010405
Other,Kathmandu,2300000,0,0,3.0,0,East,2074.0,11961.75,12.0,None,11961.75,0,192.27955775701716
Other,Kathmandu,2250000,0,0,3.0,0,East,2074.0,1369.0,20.0, Concrete,1369.0,0,1643.535427319211
Other,Kathmandu,23000000,3,2,3.0,3,East,2074.0,19594.0,20.0,None,19594.0,13,1173.8287230784933
Other,Kathmandu,20600000,5,3,3.0,1,North East,2076.0,1060.975,13.0, Soil Stabilized,1060.975,3,19416.10311270294
Other,Kathmandu,26000000,5,3,3.0,1,West,2015.0,1369.0,26.0, Blacktopped,1369.0,6,18991.964937910885
Dhapasi,Kathmandu,65000000,5,5,3.0,3,South,2076.0,2738.0,20.0, Blacktopped,2738.0,21,23739.956172388604
Budhanilkantha,Kathmandu,45000000,4,5,3.0,3,South East,2075.0,2395.75,15.0, Blacktopped,2395.75,5,18783.26202650527
Hattigauda,Kathmandu,3500000,0,0,3.0,0,South West,2074.0,1540.125,13.0, Gravelled,1540.125,0,2272.542813083354
Other,Kathmandu,600000,0,0,3.0,0,South East,2074.0,19850.5,18.0, Blacktopped,19850.5,0,30.22593889322687
Other,Kathmandu,28500000,8,3,3.0,1,North East,2073.0,1369.0,16.0, Blacktopped,1369.0,7,20818.11541271001
Other,Kathmandu,40000000,0,0,2.5,1,North,2076.0,1711.25,13.0, Blacktopped,1711.25,8,23374.72607742878
Imadol,Lalitpur,19200000,4,5,3.0,1,East,2018.0,1027.75,20.0, Blacktopped,1027.75,11,18681.585988810508
Other,Kathmandu,36000000,5,5,3.0,2,East,2074.0,1882.375,13.0, Blacktopped,1882.375,6,19124.775881532638
Sitapaila,Kathmandu,20500000,4,4,3.0,1,South,2074.0,1369.0,15.0, Gravelled,1369.0,2,14974.433893352812
Other,Chitwan,900000,0,0,3.0,0,East,2074.0,200.025,10.0, Blacktopped,200.025,0,4499.437570303712
Sitapaila,Kathmandu,18000000,4,4,3.0,1,North,2075.0,1060.975,13.0, Gravelled,1060.975,1,16965.52699168218
Budhanilkantha,Kathmandu,72000000,5,5,3.0,4,East,2075.0,4449.25,15.0, Blacktopped,4449.25,9,16182.502668989155
Tokha,Kathmandu,23000000,6,5,3.0,1,East,2075.0,1369.0,13.0, Blacktopped,1369.0,4,16800.584368151936
Other,Kathmandu,19900000,6,4,3.0,1,South East,2073.0,1060.975,13.0, Blacktopped,1060.975,1,18756.332618581968
Samakhusi,Kathmandu,40000000,7,8,4.0,2,East,2075.0,1369.0,14.0, Paved,1369.0,1,29218.407596785975
Bhangal,Kathmandu,21500000,5,5,3.0,1,South,2076.0,1197.875,13.0, Gravelled,1197.875,1,17948.450380882812
Other,Kathmandu,34500000,6,3,2.0,2,North East,2000.0,1369.0,0.0,None,1369.0,0,25200.876552227903
Basundhara,Kathmandu,70000000,4,4,2.0,4,West,2064.0,5476.0,14.0, Blacktopped,5476.0,4,12783.053323593864
Other,Kathmandu,55000000,0,0,3.0,0,East,2074.0,2121.95,32.8084, Gravelled,2121.95,0,25919.55512618111
Budhanilkantha,Kathmandu,65000000,5,5,3.0,4,South,2069.0,5133.75,14.0, Blacktopped,5133.75,3,12661.309958607257
Other,Kathmandu,62000000,7,7,3.0,3,East,2074.0,2738.0,13.0, Blacktopped,2738.0,5,22644.26588750913
Chabahil,Kathmandu,5800000,0,2,2.0,2,North,2060.0,3422.5,18.0, Paved,3422.5,11,1694.6676406135866
Other,Kathmandu,25500000,0,0,3.5,0,North,2070.0,8659.0,13.0, Blacktopped,8659.0,9,2944.912807483543
Other,Kathmandu,13500000,0,0,3.0,1,South East,2074.0,7974.5,12.0, Blacktopped,7974.5,0,1692.8961063389554
Other,Lalitpur,28000000,0,0,3.0,0,South,2074.0,12646.25,20.0,None,12646.25,0,2214.0950874765244
Other,Kathmandu,20000000,0,0,0.0,2,East,2076.0,1026.75,14.0, Gravelled,1026.75,3,19478.938397857317
Budhanilkantha,Kathmandu,67500000,4,4,2.0,2,East,2074.0,4791.5,15.0, Blacktopped,4791.5,20,14087.446519878953
Budhanilkantha,Kathmandu,32500000,4,4,2.0,2,East,2076.0,1882.375,15.0, Gravelled,1882.375,15,17265.422670828077
Golfutar,Kathmandu,35000000,4,4,2.0,2,East,2073.0,2395.75,15.0, Gravelled,2395.75,18,14609.203798392988
Budhanilkantha,Kathmandu,31000000,4,4,2.0,1,East,2076.0,1437.45,14.0, Blacktopped,1437.45,15,21565.967511913455
Other,Kathmandu,32500000,4,4,2.0,1,East,2076.0,1129.425,18.0, Blacktopped,1129.425,12,28775.704451380127
Other,Kathmandu,20000000,4,4,3.0,1,East,2074.0,1060.975,15.0, Blacktopped,1060.975,6,18850.585546313534
Other,Kathmandu,35000000,2,3,3.0,4,East,2074.0,1540.125,15.0, Blacktopped,1540.125,11,22725.428130833538
Golfutar,Kathmandu,32500000,4,3,3.0,1,East,2074.0,1369.0,30.0, Blacktopped,1369.0,14,23739.956172388604
Budhanilkantha,Kathmandu,22000000,10,0,3.0,0,North,2074.0,1711.25,15.0, Blacktopped,1711.25,0,12856.099342585829
Budhanilkantha,Kathmandu,35000000,4,4,3.0,2,East,2076.0,2053.5,33.0, Blacktopped,2053.5,10,17044.07109812515
Tokha,Kathmandu,26000000,0,0,3.0,1,East,2076.0,1369.0,12.0, Gravelled,1369.0,6,18991.964937910885
Other,Kathmandu,26500000,0,0,3.0,1,South East,2074.0,1369.0,14.0, Blacktopped,1369.0,10,19357.19503287071
Other,Kathmandu,11500000,0,0,3.0,0,East,2074.0,8316.75,13.0, Blacktopped,8316.75,0,1382.7516758349116
Other,Kathmandu,60000000,0,0,4.0,0,South,2074.0,1745.475,0.0,None,1745.475,0,34374.597172689384
Other,Kathmandu,37000000,7,6,4.0,1,South,2016.0,1711.25,16.0, Blacktopped,3525.0,10,21621.62162162162
Other,Kathmandu,1200000,0,0,3.0,0,North,2074.0,2738.0,20.0, Gravelled,2738.0,0,438.2761139517896
Other,Makwanpur,16000000,0,0,3.0,0,North,2074.0,177.8,15.0,None,177.8,0,89988.75140607424
Other,Kathmandu,900000,0,0,3.0,0,South,2074.0,1026.75,10.0, Paved,1026.75,0,876.5522279035793
Other,Others,200000,0,0,3.0,0,North,2074.0,266.7,15.0,None,266.7,0,749.9062617172854
Other,Bhaktapur,27000000,16,3,3.0,0,North,2074.0,2053.5,13.0, Blacktopped,2053.5,0,13148.283418553689
Other,Chitwan,50000000,0,0,3.0,0,North,2074.0,2722.0,19.68504, Blacktopped,2722.0,0,18368.84643644379
Other,Bhaktapur,1800000,0,0,3.0,0,North,2074.0,11961.75,10.0, Gravelled,11961.75,0,150.47965389679604
Imadol,Lalitpur,3700000,0,0,3.0,0,South West,2074.0,1711.25,40.0, Gravelled,1711.25,0,2162.162162162162
Other,Others,15000000,0,2,3.0,0,South,2074.0,1882.375,12.0,None,1882.375,10,7968.656617305266
Other,Makwanpur,2500000,0,0,3.0,0,East,2074.0,13610.0,25.0, Blacktopped,13610.0,0,183.68846436443792
Imadol,Lalitpur,6500000,2,1,2.0,0,West,2074.0,1026.75,5.0, Gravelled,1026.75,0,6330.654979303628
Other,Kathmandu,27500000,7,0,3.0,2,East,2019.0,1540.125,13.0, Blacktopped,1540.125,1,17855.69353136921
Golfutar,Kathmandu,18000000,6,4,3.0,2,East,2019.0,1026.75,13.0, Gravelled,1026.75,1,17531.044558071586
Other,Kathmandu,32000000,8,4,3.0,1,North,2074.0,4671.75,0.0,None,4671.75,13,6849.6815968320225
Other,Lalitpur,38500000,4,4,3.0,3,North West,2019.0,9003.25,13.0, Blacktopped,9003.25,9,4276.233582317496
Other,Kathmandu,35000000,4,4,4.0,1,East,2019.0,1369.0,22.0, Blacktopped,1369.0,14,25566.106647187728
Kapan,Kathmandu,18200000,0,0,3.0,0,East,2074.0,1026.75,13.0, Blacktopped,1026.75,0,17725.833942050158
Other,Kathmandu,13500000,4,3,3.0,1,South East,2019.0,855.625,13.0, Gravelled,855.625,3,15777.940102264427
Other,Others,600000,0,0,3.0,0,North,2074.0,400.05,20.0, Blacktopped,400.05,0,1499.8125234345707
Other,Others,8000000,3,1,2.0,1,North East,2074.0,200.025,13.0, Blacktopped,200.025,0,39995.000624921886
Other,Chitwan,7500000,2,1,1.0,2,East,2072.0,133.35,19.68504, Blacktopped,133.35,7,56242.9696287964
Other,Kathmandu,5700000,0,0,3.0,0,West,2074.0,12988.5,24.0, Gravelled,12988.5,0,438.84975170342994
Other,Kathmandu,2000000,0,0,3.0,0,West,2074.0,1026.75,13.0, Soil Stabilized,1026.75,0,1947.8938397857316
Other,Kathmandu,1150000,0,0,3.0,0,East,2074.0,2738.0,13.0, Soil Stabilized,2738.0,0,420.0146092037984
Kapan,Kathmandu,32500000,6,5,3.0,5,East,2076.0,2395.75,12.0, Blacktopped,2395.75,9,13565.689241364917
Other,Kathmandu,1050000,0,0,3.0,0,South,2074.0,9685.75,13.0, Blacktopped,9685.75,0,108.40667991637198
Other,Kathmandu,18000000,0,3,3.0,1,East,2074.0,4672.75,9.0, Paved,4672.75,5,3852.1213418222674
Other,Kathmandu,3000000,0,0,0.0,0,North,2074.0,8779.75,10.0, Soil Stabilized,8779.75,0,341.69537857000483
Other,Kathmandu,20000000,0,0,0.0,0,South West,2074.0,10712.5,30.0, Blacktopped,10712.5,0,1866.977829638273
Other,Lalitpur,14500000,0,0,3.0,0,West,2074.0,1026.75,13.0, Gravelled,1026.75,0,14122.230338446554
Other,Kathmandu,1900000,0,0,3.0,0,West,2074.0,1711.25,12.0, Soil Stabilized,1711.25,0,1110.299488677867
Budhanilkantha,Kathmandu,45000000,0,0,3.0,0,South,2074.0,2738.0,15.0, Soil Stabilized,2738.0,0,16435.35427319211
Budhanilkantha,Kathmandu,49500000,0,0,3.0,0,South,2074.0,3080.25,15.0, Blacktopped,3080.25,12,16070.124178232287
Other,Lalitpur,70000000,3,3,2.0,4,East,2050.0,3422.5,20.0, Blacktopped,3422.5,0,20452.885317750184
Other,Kathmandu,70000000,4,3,3.0,4,East,2049.0,10370.25,20.0, Blacktopped,10370.25,0,6750.078349123695
Other,Kathmandu,4300000,0,0,3.0,0,North,2074.0,3080.25,9.0, Paved,3080.25,0,1395.9905851797744
Other,Lalitpur,25000000,3,5,3.0,1,East,2074.0,1369.0,20.0, Blacktopped,2300.0,0,18261.504747991235
Imadol,Lalitpur,16000000,16,4,4.0,1,East,2063.0,1369.0,10.0, Concrete,1369.0,0,11687.36303871439
Imadol,Lalitpur,13500000,3,9,3.0,0,North East,2076.0,11619.5,10.0, Soil Stabilized,11619.5,7,1161.8400103274669
Imadol,Lalitpur,12000000,2,1,1.0,0,North East,2074.0,1027.75,12.0, Soil Stabilized,1027.75,0,11675.991243006567
