,Address,City,Bedroom,Bathroom,Parking,Face,Views,Area,Road Width,Road Type
1610, Hattigauda,Kathmandu,0,0,0,South,346.0,3080.25,15.0, Soil Stabilized
1611, Sukedhara,Kathmandu,0,0,0,North,351.0,1369.0,13.0, Gravelled
1612, Joranku,Kathmandu,0,0,0,East,208.0,1369.0,10.0, Gravelled
1613, Lalitpur,Lalitpur,0,0,0,East,414.0,205350.0,20.0,
1614, Tokha,Kathmandu,0,0,0,West,309.0,14032.25,15.0, Blacktopped
1615, Sunsite,Kathmandu,0,0,0,West,216.0,1369.0,15.0, Blacktopped
1616, Satungal,Kathmandu,4,0,0,South,595.0,1369.0,15.0, Soil Stabilized
1617, Kapan,Kathmandu,0,0,0,West,329.0,1026.75,13.0, Blacktopped
1618, Budhanilkantha,Kathmandu,4,3,0,West,399.0,1369.0,15.0, Blacktopped
1619, next to NMB Bank,Kathmandu,0,0,0,North,372.0,212195.0,20.0,
1620, Budhanilkantha,Kathmandu,5,4,0,South West,2900.0,18823.75,20.0,
1621, Cancer Hospital,Lalitpur,0,0,0,North,885.0,1369.0,15.0, Blacktopped
1622, Suryabinayak,Bhaktapur,0,0,0,East,306.0,137584.5,31.0,
1623, Kalimati,Kathmandu,0,0,0,West,214.0,1369.0,15.0, Blacktopped
1624, Tokha,Kathmandu,0,0,3,East,242.0,3080.25,13.0,
1625, Kathmandu,Kathmandu,0,0,0,West,354.0,20877.25,20.0, Paved
1626, Kalimati,Kathmandu,0,0,0,East,430.0,112942.5,0.0,
1627, Sukedhara,Kathmandu,3,2,0,South West,1100.0,10609.75,24.0, Blacktopped
1628, Thapathali,Kathmandu,0,0,0,East,282.0,42781.25,18.0, Gravelled
1629, Basundhara,Kathmandu,4,3,0,North West,335.0,18823.75,16.0, Gravelled
1630, Bhaisepati,Lalitpur,5,5,0,North,641.0,22246.25,16.0, Gravelled
1631, Hattigauda,Kathmandu,5,4,0,South,301.0,1711.25,15.0, Gravelled
1632, Golfutar,Kathmandu,5,0,0,North East,1500.0,140664.75,12.0, Gravelled
1633, Basundhara,Kathmandu,5,3,0,East,3400.0,14716.75,12.0, Blacktopped
1634, Hattigauda,Kathmandu,0,0,0,West,276.0,6160.5,15.0, Soil Stabilized
1635, Nagdhunga,Kathmandu,4,2,0,West,460.0,10952.0,15.0, Soil Stabilized
1636, Dakshinkali,Kathmandu,0,0,0,East,341.0,5476.0,0.0,
1637, Sitapaila,Kathmandu,6,4,0,North,636.0,1711.25,13.0, Blacktopped
1638, Thankot,Kathmandu,5,2,0,South,344.0,1369.0,16.0, Blacktopped
1639, Chabahil,Kathmandu,1,1,1,West,458.0,1369.0,16.0,
1640, Sanepa,Lalitpur,2,1,1,East,586.0,0.0,20.0, Blacktopped
1641, Kupondole,Lalitpur,0,1,10,East,195.0,1369.0,14.0, Paved
1642, Syuchatar,Kathmandu,0,0,0,South,413.0,6845.0,16.0, Blacktopped
1643, Machha Pokhari,Kathmandu,0,0,0,North,211.0,1369.0,13.0, Blacktopped
1644, Rangasala,Kathmandu,3,1,0,West,608.0,8556.25,10.0, Soil Stabilized
1645, Swayambhu,Kathmandu,0,0,0,South,639.0,14716.75,13.0, Soil Stabilized
1646, dakshinkali-1,Kathmandu,0,0,0,East,230.0,4107.0,14.0,
1647, Kadaghari,Kathmandu,3,1,1,North East,496.0,1026.75,13.0, Gravelled
1648, Mulpani,Kathmandu,2,1,3,West,459.0,1369.0,8.0, Soil Stabilized
1649, Samakhusi,Kathmandu,2,1,1,South,350.0,684.5,10.0, Soil Stabilized
1650, Sankhamul,Kathmandu,0,0,0,East,4000.0,15401.25,13.0,
1651, Maharajgunj,Kathmandu,7,5,8,East,828.0,5133.75,12.0, Blacktopped
1652, Bharatpur,Chitwan,0,0,0,West,493.0,3645.0,29.52756, Blacktopped
1653, Gatthaghar,Bhaktapur,0,0,0,North,232.0,1369.0,13.0, Blacktopped
1654, Imadol,Lalitpur,2,1,4,East,531.0,11978.75,20.0, Gravelled
1655, Jorpati,Kathmandu,0,0,0,South,194.0,1369.0,15.0, Blacktopped
1656, Koteshwor,Kathmandu,0,0,0,North,174.0,1369.0,13.0, Blacktopped
1657, Budhanilkantha,Kathmandu,0,0,0,East,1400.0,143745.0,20.0, Gravelled
1658, Budhanilkantha,Kathmandu,0,0,0,North East,282.0,147852.0,13.0, Paved
1659, Kumaripati,Lalitpur,0,0,0,South,258.0,1369.0,72.17848, Soil Stabilized
1660, Thecho,Lalitpur,0,0,0,South,283.0,2395.75,23.0,
1661, Samakhusi,Kathmandu,0,0,0,East,307.0,1369.0,13.0,
1662, Sitapaila,Kathmandu,0,0,0,East,405.0,277222.5,12.0, Paved
1663, Lazimpat,Kathmandu,0,0,0,South East,550.0,2053.5,10.0,
1664, Budhanilkantha,Kathmandu,2,1,2,West,630.0,10952.0,12.0, Gravelled
1665, Manamaiju,Kathmandu,0,0,0,West,420.0,18823.75,13.0,
1666, Gongabu,Kathmandu,0,0,1,East,517.0,111231.25,10.0,
1667, Gongabu,Kathmandu,0,0,0,North West,197.0,1711.25,15.0,
1668, Dhungedhara,Kathmandu,0,0,0,South,2300.0,1369.0,12.0,
1669, Chandol,Kathmandu,0,0,0,South East,354.0,684.5,20.0,
1670, Kapan,Kathmandu,0,0,0,South,346.0,616734.5,20.0,
1671, Budhanilkantha,Kathmandu,0,0,1,South East,520.0,1369.0,13.0,
1672, Near to Ward 11 office,Pokhara,0,0,0,South,515.0,1711.25,15.0, Blacktopped
1673, Lekhnath,Pokhara,9,10,3,North,439.0,136900.0,20.0, Gravelled
1674, Balaju,Kathmandu,0,0,0,West,310.0,315212.25,16.0,
1675, Jorpati,Kathmandu,9,4,0,East,295.0,1026.75,36.08924,
1676, Bhaktapur,Bhaktapur,0,0,0,South,515.0,136900.0,13.0, Gravelled
1677, Bharatpur,Chitwan,0,0,0,North,780.0,14580.0,10.0, Soil Stabilized
1678, Gokarneshwor,Kathmandu,0,0,0,West,261.0,5492428.0,32.0, Soil Stabilized
1679, Nayapati Gumba,Kathmandu,0,0,0,North,435.0,17797.0,20.0, Soil Stabilized
1680, Nakhipot,Lalitpur,0,0,0,South,694.0,1369.0,10.0, Gravelled
1681, Jorpati,Kathmandu,0,0,0,North,281.0,14374.5,13.0, Soil Stabilized
1682, Jorpati,Kathmandu,0,0,0,South,382.0,1369.0,13.0, Gravelled
1683, Budhanilkantha,Kathmandu,10,3,2,South,1300.0,140322.5,13.0, Blacktopped
1684, Thali,Kathmandu,0,0,0,South,219.0,1369.0,13.0, Soil Stabilized
1685, Balkhu,Kathmandu,4,3,0,West,819.0,1369.0,20.0,
1686, Jorpati,Kathmandu,9,3,0,South West,614.0,1026.75,10.0, Gravelled
1687, Panchkanyaa School,Kathmandu,0,0,0,North,328.0,1369.0,13.0, Soil Stabilized
1688, Manakamana Mandir,Kathmandu,0,0,0,North,261.0,1369.0,12.0, Gravelled
1689, Lele,Lalitpur,0,0,0,South East,288.0,12663.25,15.0, Soil Stabilized
1690, Budhanilkantha,Kathmandu,5,4,2,South East,4000.0,174547.5,13.0, Blacktopped
1691, Pokhara,Pokhara,0,0,0,North,390.0,27380.0,0.0,
1692, Chauthe,Pokhara,0,0,0,North,329.0,10952.0,0.0,
1693, Pokhara,Pokhara,0,0,0,North East,453.0,6845.0,20.0, Gravelled
1694, Dhampus,Kaski,0,0,0,East,438.0,7529.5,20.0, Soil Stabilized
1695, Dhapakhel,Lalitpur,6,5,5,South West,303.0,3764.75,0.0, Blacktopped
1696, Kupondole,Lalitpur,3,2,4,East,644.0,15401.25,25.0, Blacktopped
1697, Budhanilkantha,Kathmandu,0,0,0,East,387.0,28406.75,40.0, Blacktopped
1698, Thaiba,Lalitpur,0,0,0,South,300.0,1369.0,20.0, Soil Stabilized
1699, Hetauda,Makwanpur,0,0,0,East,382.0,1822.5,11.48294,
1700, Chandragiri,Kathmandu,0,0,0,North East,1300.0,1369.0,20.0,
1701, Dhapasi,Kathmandu,4,3,0,East,553.0,10609.75,13.0, Blacktopped
1702, Budhanilkantha,Kathmandu,0,0,0,South East,271.0,59893.75,20.0,
1703, Budhanilkantha,Kathmandu,3,3,0,South,427.0,10952.0,13.0, Blacktopped
1704, Nagarkot,Bhaktapur,0,0,0,South,263.0,18823.75,20.0, Blacktopped
1705, Budhanilkantha,Kathmandu,10,10,30,East,706.0,76664.0,26.24672,
1706, Mandikatar,Kathmandu,4,4,0,West,290.0,10952.0,13.0,
1707, Madhyapur Thimi,Bhaktapur,0,0,0,West,214.0,1369.0,15.0, Blacktopped
1708, Kausaltar,Bhaktapur,10,0,0,East,479.0,11978.75,20.0, Soil Stabilized
1709, Vens School,Kathmandu,0,0,0,South,286.0,11978.75,10.0, Gravelled
1710, Balaju,Kathmandu,0,0,0,West,274.0,315212.25,16.0, Blacktopped
1711, Hanuman Chowk,Kathmandu,0,0,0,South,183.0,11636.5,15.0, Soil Stabilized
1712, Bhaktapur,Bhaktapur,0,0,0,North East,344.0,5133.75,12.0, Soil Stabilized
1713, Chandragiri,Kathmandu,0,0,0,North,256.0,4791.5,8.0, Soil Stabilized
1714, Kamalpokhari,Kathmandu,2,3,0,North East,586.0,1369.0,0.0,
1715, Mahalaxmi Nagarpalika,Lalitpur,0,0,0,South,280.0,1369.0,13.0, Soil Stabilized
1716, Chandol,Kathmandu,3,4,0,North East,1300.0,1369.0,20.0,
1717, Panipokhari,Kathmandu,3,3,0,South East,727.0,1369.0,36.08924,
1718, Swayambhu,Kathmandu,3,3,0,East,596.0,1369.0,0.0,
1719, Minbhawan,Kathmandu,0,0,0,North,262.0,1711.25,20.0, Blacktopped
1720, Naya Bazar,Kathmandu,0,0,0,South West,291.0,4107.0,12.0,
1721, Gokarneshwor,Kathmandu,0,0,0,West,393.0,301180.0,20.0,
1722, Pasikot,Kathmandu,0,0,0,South West,229.0,4107.0,13.0,
1723, Mahalaxmisthan,Lalitpur,0,0,0,South,344.0,4107.0,26.0,
1724, Lele,Lalitpur,0,0,0,East,396.0,49284.0,20.0,
1725, Bhaisepati,Lalitpur,0,0,0,North,509.0,1711.25,13.0, Soil Stabilized
1726, Chovar,Kathmandu,0,0,0,South East,499.0,10952.0,13.0,
1727, Godawari,Lalitpur,0,0,0,East,318.0,21904.0,20.0,
1728, Maligaon,Kathmandu,5,6,0,North West,2000.0,4107.0,13.0,
1729, Makalbari,Kathmandu,6,4,0,South,303.0,22246.25,13.0,
1730, Chabahil,Kathmandu,0,0,0,North,360.0,1369.0,13.0, Blacktopped
1731, Sitapaila,Kathmandu,4,3,0,South,441.0,178654.5,20.0,
1732, Jhamsikhel,Lalitpur,5,4,0,South,705.0,1026.75,20.0,
1733, Bhaisepati,Lalitpur,5,5,4,South West,1100.0,3422.5,13.0,
1734, Dhapasi,Kathmandu,3,3,0,East,2600.0,1369.0,20.0,
1735, Hattigauda,Kathmandu,6,7,4,South East,814.0,504818.75,13.0,
1736, Imadol,Lalitpur,7,4,0,South West,280.0,11294.25,13.0,
1737, Khumaltar,Lalitpur,5,5,0,South,372.0,3422.5,20.0,
1738, Pokhara,Pokhara,5,8,0,East,1700.0,10952.0,26.24672,
1739, Thamel,Kathmandu,0,0,0,South East,229.0,1369.0,0.0,
1740, Thulo Bharyang,Kathmandu,5,2,0,West,274.0,11978.75,12.0, Gravelled
1741, Basundhara,Kathmandu,9,0,0,South East,316.0,11978.75,12.0, Gravelled
1742, Raniban,Kathmandu,7,3,0,East,353.0,2053.5,14.0, Soil Stabilized
1743, Kapan,Kathmandu,0,0,0,North,166.0,1369.0,0.0,
1744, Sankhamul,Kathmandu,0,0,0,North,213.0,1369.0,0.0,
1745, Baneshwor,Kathmandu,0,0,0,West,408.0,1711.25,0.0,
1746, Dhungedhara,Kathmandu,0,0,0,South East,219.0,1369.0,0.0,
1747, Nakhipot,Lalitpur,0,0,0,North,551.0,10952.0,0.0,
1748, Budhanilkantha,Kathmandu,6,4,3,West,305.0,15401.25,13.0, Soil Stabilized
1749, Sitapaila,Kathmandu,4,4,0,North,802.0,10609.75,0.0,
1750, Imadol,Lalitpur,0,0,0,South,190.0,1369.0,0.0,
1751, Jorpati,Kathmandu,0,0,0,South,288.0,1369.0,0.0,
1752, Samakhusi,Kathmandu,5,2,2,North,1100.0,106439.75,0.0,
1753, Taukhel,Lalitpur,0,0,0,South West,213.0,1369.0,0.0,
1754, Gongabu,Kathmandu,0,0,0,North,449.0,11978.75,0.0,
1755, Samakhusi,Kathmandu,10,0,0,South,266.0,14374.5,19.68504,
1756, Gaushala,Kathmandu,0,0,0,North,207.0,1369.0,0.0,
1757, Nayabasti,Kathmandu,0,0,0,North,236.0,1369.0,0.0,
1758, Naya Bazar,Kathmandu,0,0,0,East,169.0,1369.0,0.0,
1759, Samakhusi,Kathmandu,0,0,0,East,189.0,1369.0,0.0,
1760, Basundhara,Kathmandu,0,0,0,North,224.0,9418720.0,12.0,
1761, Kirtipur,Kathmandu,0,0,0,North West,266.0,2053.5,22.0,
1762, Jamal,Kathmandu,0,0,0,North,369.0,1369.0,42.0, Blacktopped
1763, Bode,Bhaktapur,0,0,0,North,247.0,353202.0,20.0,
1764, Kalanki,Kathmandu,0,0,0,South,221.0,1711.25,20.0,
1765, Parsa,Chitwan,0,0,0,East,232.0,4045950.0,10.0, Soil Stabilized
1766, Kapan,Kathmandu,0,0,0,East,207.0,1369.0,0.0,
1767, Jorpati,Kathmandu,0,0,0,South,240.0,1369.0,0.0,
1768, Nepaltar,Kathmandu,0,0,0,East,193.0,1369.0,0.0,
1769, Maitidevi,Kathmandu,0,0,0,North,228.0,1369.0,0.0,
1770, Sanobharyang,Kathmandu,3,2,0,West,703.0,1369.0,0.0,
1771, Balaju,Kathmandu,0,0,0,North,198.0,1369.0,0.0,
1772, Kumaripati,Lalitpur,0,0,0,West,220.0,1369.0,0.0,
1773, Koteshwor,Kathmandu,0,0,0,North East,189.0,1369.0,0.0,
1774, Chandragiri,Kathmandu,0,0,0,South,190.0,1369.0,0.0,
1775, Ekantakuna,Lalitpur,0,0,0,South East,169.0,1369.0,0.0,
1776, Samakhusi,Kathmandu,0,0,0,South,239.0,1369.0,0.0,
1777, Koteshwor,Kathmandu,0,0,0,North,207.0,5476.0,0.0,
1778, Kalanki,Kathmandu,0,0,0,North,198.0,1369.0,0.0,
1779, Kalopul,Kathmandu,0,0,0,South East,236.0,1369.0,0.0,
1780, Pepsicola,Kathmandu,0,0,0,South East,203.0,1369.0,0.0,
1781, Sukedhara,Kathmandu,5,4,4,South,3900.0,5133.75,13.0, Gravelled
1782, Godawari,Lalitpur,0,0,0,South West,294.0,1711.25,20.0,
1783, Kadaghari,Kathmandu,0,0,0,South East,322.0,1026.75,20.0,
1784, Old Baneshwor,Kathmandu,0,0,0,South,317.0,1369.0,0.0,
1785, Lubhu,Lalitpur,0,0,0,South West,512.0,137926.75,26.24672, Gravelled
1786, Mahendrapul,Pokhara,0,0,0,East,266.0,1369.0,20.0,
1787, Sukedhara,Kathmandu,0,0,0,North,1800.0,1369.0,0.0,
1788, Thamel,Kathmandu,2,1,0,South,386.0,1369.0,0.0,
1789, Sinamangal,Kathmandu,0,0,0,South East,296.0,5476.0,0.0,
1790, Dhobighat,Lalitpur,2,2,0,South,438.0,1369.0,0.0,
1791, Lazimpat,Kathmandu,3,1,0,South West,628.0,1369.0,0.0,
1792, Narephate,Kathmandu,0,0,0,North,263.0,2395.75,20.0,
1793, Bharatpur,Chitwan,0,0,0,South,1000.0,1458.0,14.0,
1794, Balambu,Kathmandu,7,5,0,South East,389.0,1711.25,14.0, Gravelled
1795, Chandol,Kathmandu,0,0,0,East,271.0,177970.0,24.0,
1796, Bhaisepati,Lalitpur,4,4,1,South,5000.0,280645.0,16.0, Concrete
1797, Khumaltar,Lalitpur,6,5,0,South West,719.0,1369.0,13.0,
1798, Pulchowk,Lalitpur,2,1,0,North,437.0,1369.0,13.0, Gravelled
1799, Chundevi,Kathmandu,8,3,1,South West,385.0,1369.0,14.0, Gravelled
1800, Ekantakuna,Lalitpur,5,3,0,West,418.0,106782.0,22.0, Blacktopped
1801, Satdobato,Lalitpur,2,1,0,South East,341.0,2053.5,13.0, Soil Stabilized
1802, Dhapakhel,Lalitpur,0,0,0,South West,854.0,143745.0,10.0,
1803, Lokanthali,Bhaktapur,0,0,0,South West,333.0,1711.25,10.0,
1804, Mulpani,Kathmandu,4,4,0,North East,551.0,11978.75,19.68504,
1805, Old Baneshwor,Kathmandu,3,3,1,South East,434.0,2738.0,12.0,
1806, Dhobighat,Lalitpur,4,4,3,South East,356.0,15332800.0,15.0,
1807, Baluwatar,Kathmandu,11,4,4,South East,406.0,5476.0,12.0,
1808, Jhamsikhel,Lalitpur,5,3,4,South,403.0,6845.0,15.0,
1809, Sitapaila,Kathmandu,4,4,0,South,293.0,1369.0,15.0,
1810, Budhanilkantha,Kathmandu,5,4,4,South East,310.0,5476.0,13.0,
1811, Bhaisepati,Lalitpur,5,3,3,South,315.0,1369.0,15.0,
1812, Budhanilkantha,Kathmandu,0,0,0,East,348.0,2053.5,20.0, Gravelled
1813, Dhobighat,Lalitpur,4,2,2,East,385.0,2738.0,20.0,
1814, Samakhusi,Kathmandu,0,0,0,South West,302.0,3422.5,10.0, Concrete
1815, Kapan,Kathmandu,0,0,0,East,592.0,14374.5,12.0, Gravelled
1816, Dhobighat,Lalitpur,7,5,5,South East,273.0,1369.0,13.0,
1817, Tokha,Kathmandu,0,0,0,East,697.0,216302.0,13.0, Gravelled
1818, Maharajgunj,Kathmandu,5,2,0,South East,517.0,2738.0,15.0,
1819, Nakkhu,Lalitpur,6,4,0,East,305.0,109520.0,13.0,
1820, Budhanilkantha,Kathmandu,0,0,0,East,480.0,2738.0,20.0, Gravelled
1821, Nakhipot,Lalitpur,0,0,0,South,330.0,2738.0,13.0,
1822, Budhanilkantha,Kathmandu,4,3,0,West,295.0,1369.0,13.12336, Blacktopped
1823, Budhanilkantha,Kathmandu,0,0,0,South East,481.0,3764.75,13.0, Soil Stabilized
1824, Kumaripati,Lalitpur,4,3,2,South East,335.0,1369.0,13.0,
1825, Budhanilkantha,Kathmandu,0,0,0,South East,366.0,14374.5,20.0, Soil Stabilized
1826, Sanepa,Lalitpur,3,4,0,South West,326.0,2738.0,0.0,
1827, Jhapa,Jhapa,0,0,0,North,305.0,61965.0,20.0, Gravelled
1828, Bhaisepati,Lalitpur,5,2,0,South West,300.0,109520.0,13.0,
1829, Maharajgunj,Kathmandu,0,0,0,South,299.0,1369.0,20.0, Soil Stabilized
1830, Baluwatar,Kathmandu,5,5,0,South East,466.0,2395.75,15.0,
1831, Godawari,Lalitpur,0,0,0,South East,314.0,6631436.0,20.0, Gravelled
1832, Bhairav,Kathmandu,0,0,5,South,298.0,5476.0,20.0, Blacktopped
1833, Bhaisepati,Lalitpur,5,5,0,South East,268.0,177970.0,15.0,
1834, Budhanilkantha,Kathmandu,0,0,4,West,258.0,2738.0,16.0, Gravelled
1835, Patan,Lalitpur,0,0,0,North,461.0,6845.0,13.0, Blacktopped
1836, Kupondole,Lalitpur,6,6,10,South West,448.0,10952.0,20.0,
1837, Bhaisepati,Lalitpur,5,4,2,South East,817.0,4449.25,13.0,
1838, Dhobighat,Lalitpur,0,0,0,South,290.0,5133.75,15.0,
1839, Nakhipot,Lalitpur,7,4,0,West,423.0,5476.0,13.0,
1840, Baluwatar,Kathmandu,8,4,5,South West,371.0,5530760.0,13.0,
1841, Bajha Patan,Pokhara,0,0,0,North,335.0,1369.0,19.68504, Blacktopped
1842, Baluwatar,Kathmandu,3,3,0,South East,710.0,1369.0,0.0,
1843, Bishal Nagar,Kathmandu,4,4,0,North East,416.0,1369.0,0.0,
1844, Bishal Nagar,Kathmandu,4,4,0,North East,602.0,1369.0,0.0,
1845, Kamalpokhari,Kathmandu,3,3,0,South East,591.0,1369.0,0.0,
1846, Sankhu,Kathmandu,0,0,0,South,392.0,16428.0,20.0, Soil Stabilized
1847, Chandol,Kathmandu,0,0,0,South,235.0,7187.25,18.0,
1848, Jorpati,Kathmandu,0,0,0,South,377.0,1026.75,13.0, Gravelled
1849, Gopikrishna flim hall,Kathmandu,0,0,0,South,560.0,75637.25,10.0, Soil Stabilized
1850, Chandol,Kathmandu,0,0,0,South East,253.0,6845.0,13.0,
1851, Silvershine School,Kathmandu,0,0,0,South,294.0,1026.75,32.0, Soil Stabilized
1852, Baluwatar,Kathmandu,0,0,0,East,399.0,2738.0,15.0,
1853, Jorpati,Kathmandu,4,0,0,East,623.0,10952.0,12.0, Soil Stabilized
1854, Changunarayan,Bhaktapur,0,0,0,South,288.0,1026.75,13.0, Soil Stabilized
1855, Maharajgunj,Kathmandu,0,0,0,South East,4100.0,191660.0,13.0,
1856, Chovar,Kathmandu,0,0,0,East,353.0,113284.75,20.0,
1857, Budhanilkantha,Kathmandu,0,0,0,South,215.0,14374.5,12.0, Soil Stabilized
1858, Bhaktapur,Bhaktapur,0,0,0,South East,289.0,4791.5,20.0, Soil Stabilized
1859, Tikathali,Lalitpur,10,0,4,East,383.0,10609.75,10.0,
1860, Maharajgunj,Kathmandu,3,4,0,North East,608.0,1369.0,13.0,
1861, Lazimpat,Kathmandu,2,3,0,North East,653.0,1369.0,0.0,
1862, Kapan,Kathmandu,0,0,0,South,370.0,1369.0,8.0, Soil Stabilized
1863, Bhangal,Kathmandu,0,0,0,South East,252.0,3080.25,16.0, Blacktopped
1864, Sankhu,Kathmandu,0,0,0,East,222.0,1369.0,10.0, Soil Stabilized
1865, Ram Bazar,Pokhara,0,0,0,South East,329.0,1369.0,15.0,
1866, Kapan,Kathmandu,7,0,4,South,312.0,1369.0,16.0, Soil Stabilized
1867, Chauthe,Pokhara,0,0,0,North,262.0,1369.0,20.0,
1868, Kapan,Kathmandu,11,0,4,South,299.0,1369.0,20.0, Blacktopped
1869, Pokhara,Pokhara,0,0,0,South East,973.0,15401.25,20.0,
1870, Ram Bazar,Pokhara,0,0,0,North East,458.0,1369.0,20.0,
1871, Pokhara,Pokhara,0,0,0,South East,438.0,1369.0,20.0,
1872, Pokhara,Pokhara,0,0,0,North West,439.0,2395.75,15.0,
1873, Pokhara,Pokhara,0,0,0,South,404.0,1369.0,20.0,
1874, Pokhara,Pokhara,0,0,0,South East,404.0,1369.0,20.0,
1875, Pokhara,Pokhara,0,0,0,East,543.0,1369.0,20.0,
1876, Ram Bazar,Pokhara,0,0,0,South East,350.0,1369.0,12.0,
1877, Kapan,Kathmandu,0,0,0,South,358.0,14374.5,32.0, Soil Stabilized
1878, Sunakothi,Lalitpur,0,0,0,North,348.0,148194.25,13.0,
1879, Shantinagar,Kathmandu,0,0,0,West,365.0,280645.0,12.0,
1880, Lele,Lalitpur,0,0,0,South,651.0,54760.0,12.0, Soil Stabilized
1881, Kapan,Kathmandu,0,0,0,South,401.0,10952.0,20.0, Soil Stabilized
1882, Mulpani,Kathmandu,7,6,4,South East,317.0,10609.75,14.0, Gravelled
1883, Kapan,Kathmandu,0,0,0,South,207.0,1369.0,20.0, Soil Stabilized
1884, Tikathali,Lalitpur,4,1,0,West,535.0,10952.0,10.0, Soil Stabilized
1885, Tokha,Kathmandu,2,1,0,West,300.0,1369.0,15.0, Soil Stabilized
1886, Tarkeshwor,Kathmandu,0,0,0,West,313.0,2053.5,26.0, Soil Stabilized
1887, Dhampus,Kaski,0,0,0,South,218.0,1369.0,20.0,
1888, Tarkeshwor,Kathmandu,0,0,0,West,233.0,1369.0,26.0, Soil Stabilized
1889, Ram Bazar,Pokhara,0,0,0,South East,634.0,1711.25,20.0, Gravelled
1890, Bafal,Kathmandu,3,4,0,East,523.0,12321.0,20.0,
1891, Dadikot,Bhaktapur,0,0,0,South,217.0,10952.0,20.0,
1892, Basundhara,Kathmandu,3,3,1,South East,1600.0,78717.5,12.0, Paved
1893, Kapan,Kathmandu,4,3,4,East,1500.0,10952.0,13.0, Blacktopped
1894, Kusunti,Lalitpur,4,3,0,South East,309.0,5476.0,15.0,
1895, Sanepa,Lalitpur,5,5,15,South West,379.0,62426400.0,13.0,
1896, Balaju,Kathmandu,6,4,8,South,369.0,4791.5,13.0,
1897, Sanobharyang,Kathmandu,4,4,2,South East,2600.0,3422.5,14.0,
1898, Sinamangal,Kathmandu,5,7,2,South East,301.0,16428.0,15.0,
1899, Dhumbarahi,Kathmandu,10,0,3,South,377.0,2395.75,10.0,
1900, Bhaisepati,Lalitpur,5,3,0,South East,277.0,2738.0,13.12336,
1901, Dholahiti,Lalitpur,8,6,5,West,382.0,16428.0,0.0,
1902, Sukedhara,Kathmandu,4,4,3,South,250.0,4107.0,12.0,
1903, Dholahiti,Lalitpur,4,4,5,North East,424.0,1369.0,12.0,
1904, Teku,Kathmandu,0,0,0,East,466.0,1369.0,0.0,
1905, Thapathali,Kathmandu,8,2,2,South East,363.0,9856800.0,13.0,
1906, Kathmandu,Kathmandu,1,1,1,West,499.0,109520.0,13.0,
1907, Thaiba,Lalitpur,3,3,1,South West,15000.0,177970.0,0.0,
1908, Bhaisepati,Lalitpur,5,3,2,West,411.0,39358.75,20.0,
1909, Dhading,Dhading,0,0,0,South,303.0,438080.0,15.0,
1910, Nawalparasi,Nawalparasi,0,0,0,West,484.0,2551.5,20.0,
1911, Nawalparasi,Nawalparasi,0,0,0,West,583.0,43740.0,20.0,
1912, Bhaisepati,Lalitpur,5,3,2,South East,325.0,5476.0,13.0,
1913, Baluwatar,Kathmandu,7,3,4,South East,317.0,1369.0,13.0,
1914, Nawalparasi,Nawalparasi,0,0,0,South,244.0,94770.0,20.0,
1915, Bakhundol,Lalitpur,4,6,1,West,254.0,1369.0,15.0,
1916, Nawalparasi,Nawalparasi,0,0,0,West,260.0,1369.0,13.0,
1917, Nawalparasi,Nawalparasi,0,0,0,West,461.0,18225.0,20.0,
1918, Nawalparasi,Nawalparasi,0,0,0,West,276.0,32805.0,20.0, Gravelled
1919, Nawalparasi,Nawalparasi,0,0,0,West,360.0,1711.25,20.0, Gravelled
1920, Tinkune,Kathmandu,14,6,6,North East,602.0,4449.25,20.0,
1921, Butwal,Butwal,10,4,0,East,1600.0,1275.75,20.0, Gravelled
1922, Sanepa,Lalitpur,3,4,1,South East,545.0,112942.5,15.0,
1923, Nawalparasi,Nawalparasi,0,0,0,West,265.0,3827.25,20.0, Gravelled
1924, Nawalparasi,Nawalparasi,0,0,0,West,406.0,7290.0,20.0, Soil Stabilized
1925, Nawalparasi,Nawalparasi,0,0,0,West,289.0,1822.5,20.0, Gravelled
1926, Hattiban,Lalitpur,5,4,0,South West,357.0,1711.25,13.0,
1927, Hadigaun,Kathmandu,0,5,3,South,349.0,143745.0,13.0,
1928, Naxal,Kathmandu,7,5,3,South West,482.0,2395.75,13.0,
1929, Khumaltar,Lalitpur,4,4,5,South East,322.0,115543600.0,15.0,
1930, Sanepa,Lalitpur,21,18,2,East,325.0,212195.0,12.0,
1931, Baneshwor,Kathmandu,0,0,12,North,322.0,1369.0,0.0,
1932, Pasikot,Kathmandu,6,2,1,North,390.0,109520.0,12.0,
1933, Samakhusi,Kathmandu,0,0,0,South,243.0,106782.0,12.0,
1934, Bhangal,Kathmandu,4,3,0,East,351.0,1369.0,13.0,
1935, Golfutar,Kathmandu,5,0,4,North,586.0,5476.0,26.0, Gravelled
1936, Budhanilkantha,Kathmandu,10,0,3,East,405.0,14032.25,0.0,
1937, Dhumbarahi,Kathmandu,0,0,0,South East,395.0,2738.0,13.0, Soil Stabilized
1938, Baneshwor,Kathmandu,0,0,0,East,716.0,28064.5,24.0, Gravelled
1939, Bafal,Kathmandu,4,0,0,West,455.0,15401.25,13.0, Gravelled
1940, Pipalbot,Kathmandu,8,6,4,South,571.0,141007.0,13.0, Gravelled
1941, Samakhusi,Kathmandu,0,0,0,West,317.0,2053.5,10.0, Gravelled
