,Address,City,Bedroom,Bathroom,Parking,Face,Views,Area,Road Width,Road Type
648, Maharajgunj,Kathmandu,4,3,3,South East,253.0,273800.0,14.0, Blacktopped
649, Only 150 Meters From Ring Road,Kathmandu,6,3,2,East,210.0,171125.0,15.0, Blacktopped
650, 100 Mtrs From Main Road,Kathmandu,5,4,2,North East,197.0,205350.0,15.0, Blacktopped
651, Kapan,Kathmandu,4,3,2,North East,177.0,136900.0,14.0, Blacktopped
652, Hepali Height,Kathmandu,5,4,3,South East,1000.0,308025.0,16.0, Blacktopped
653, Kapan,Kathmandu,5,5,1,East,298.0,10952.0,13.0, Blacktopped
654, Bishal Nagar,Kathmandu,13,5,1,North,1600.0,342250.0,16.0, Paved
655, Kapan,Kathmandu,6,5,1,East,494.0,1369.0,14.0, Blacktopped
656, Swayambhu,Kathmandu,5,5,2,East,495.0,2395.75,14.0, Paved
657, Sitapaila,Kathmandu,0,0,0,East,526.0,17454.75,12.0, Soil Stabilized
658, Mandikatar,Kathmandu,4,4,1,West,605.0,2738.0,14.0, Blacktopped
659, Hattigauda,Kathmandu,5,5,2,North West,300.0,18823.75,13.0, Gravelled
660, Basundhara,Kathmandu,5,6,2,East,147.0,2395.75,14.0, Blacktopped
661, Balkumari,Lalitpur,3,2,1,East,9300.0,1369.0,0.0,
662, Mandikatar,Kathmandu,8,7,1,South East,190.0,1369.0,20.0, Blacktopped
663, Budhanilkantha,Kathmandu,5,5,2,South,180.0,1711.25,14.0, Gravelled
664, Tokha,Kathmandu,0,0,0,North East,216.0,1369.0,15.0,
665, Budhanilkantha,Kathmandu,5,5,1,East,178.0,2053.5,13.0, Blacktopped
666, Golfutar,Kathmandu,4,5,3,East,215.0,3080.25,15.0, Soil Stabilized
667, Gongabu,Kathmandu,0,0,0,East,140.0,1369.0,12.0, Blacktopped
668, Ward #7,Kathmandu,0,0,0,North,448.0,61331200.0,210.0, Blacktopped
669, Imadol,Lalitpur,5,3,1,West,6900.0,75295.0,13.0, Gravelled
670, Imadol,Lalitpur,6,3,2,North,4600.0,109520.0,13.0, Gravelled
671, Samakhusi,Kathmandu,6,5,1,North West,510.0,11978.75,13.0, Gravelled
672, Imadol,Lalitpur,5,2,1,West,597.0,109520.0,13.0, Gravelled
673, Hattigauda,Kathmandu,6,5,1,North East,200.0,1369.0,22.0, Gravelled
674, Bhangal,Kathmandu,6,6,1,East,332.0,1369.0,18.0, Blacktopped
675, Grande Villa,Kathmandu,6,6,2,South,501.0,22246.25,15.0, Soil Stabilized
676, Budhanilkantha,Kathmandu,5,5,1,South West,603.0,15401.25,14.0, Paved
677, Tokha,Kathmandu,6,5,1,South,396.0,1369.0,13.0, Gravelled
678, Grande Villa,Kathmandu,6,5,1,South,404.0,11978.75,13.0, Gravelled
679, Maharajgunj,Kathmandu,5,5,2,South,526.0,2738.0,15.0, Blacktopped
680, Maharajgunj,Kathmandu,5,5,3,South East,629.0,3080.25,20.0, Blacktopped
681, Hattigauda,Kathmandu,0,0,0,East,99.0,3764.75,13.0, Blacktopped
682, Budhanilkantha,Kathmandu,0,0,0,East,412.0,2053.5,15.0, Soil Stabilized
683, Samakhusi,Kathmandu,6,6,1,East,119.0,128343.75,13.0, Blacktopped
684, Golfutar,Kathmandu,6,6,4,East,474.0,7529.5,16.0, Gravelled
685, Budhanilkantha,Kathmandu,0,0,0,East,93.0,2738.0,13.0, Blacktopped
686, Samakhusi,Kathmandu,6,5,1,East,585.0,162568.75,13.0, Blacktopped
687, Imadol,Lalitpur,5,3,2,East,6200.0,109520.0,20.0, Gravelled
688, Buddha colony,Lalitpur,5,3,2,East,2300.0,109520.0,13.0, Gravelled
689, Lubhu,Lalitpur,5,3,2,South,740.0,109520.0,20.0, Blacktopped
690, Imadol,Lalitpur,6,4,1,South,5700.0,103359.5,16.0, Gravelled
691, Durbar Marg,Kathmandu,0,1,1,East,791.0,1369.0,82.021, Blacktopped
692, Mhepi,Kathmandu,0,0,0,North East,525.0,4107.0,15.0, Blacktopped
693, Imadol,Lalitpur,5,3,1,South East,1200.0,103359.5,13.0, Gravelled
694, Dhading,Dhading,4,3,0,East,677.0,137584.5,7.0, Gravelled
695, Manamaiju,Kathmandu,0,0,0,East,713.0,106097.5,20.0, Blacktopped
696, Budhanilkantha,Kathmandu,2,1,1,East,667.0,1711.25,0.0,
697, Naikap,Kathmandu,11,3,1,South,982.0,205350.0,11.0, Gravelled
698, Imadol,Lalitpur,4,3,1,North,1400.0,11978.75,0.0,
699, Swayambhu,Kathmandu,0,0,2,North West,629.0,10609.75,12.0,
700, Putalisadak,Kathmandu,0,0,0,West,812.0,109862.25,30.0, Blacktopped
701, Kalanki,Kathmandu,0,0,0,East,520.0,520220.0,16.0, Soil Stabilized
702, Lubhu,Lalitpur,0,0,0,East,833.0,174889.75,16.0, Blacktopped
703, Jadibuti.,Kathmandu,5,2,1,East,13100.0,78717.5,13.0, Paved
704, Mulpani,Kathmandu,0,0,0,East,392.0,143745.0,13.0, Soil Stabilized
705, Imadol,Lalitpur,0,0,0,West,156.0,113284.75,13.0, Gravelled
706, Nagarjun,Kathmandu,5,4,1,North,1200.0,10609.75,15.0,
707, Newroad,Kathmandu,0,0,0,South,700.0,5476000.0,16.0, Blacktopped
708, Imadol,Lalitpur,4,3,1,South,1800.0,103359.5,0.0,
709, Pepsicola,Kathmandu,5,4,1,South,576.0,2053.5,14.0,
710, Kathmandu,Kathmandu,5,0,1,East,902.0,1369.0,13.0,
711, Kathmandu,Kathmandu,6,0,1,East,1300.0,15401.25,13.0,
712, Tokha,Kathmandu,4,3,1,East,566.0,4983502.25,12.0,
713, Imadol,Lalitpur,4,3,1,South,1800.0,106782.0,13.0, Gravelled
714, Dam Side,Pokhara,0,0,0,North,989.0,684.5,0.0,
715, planning,Lalitpur,0,0,0,West,4000.0,106439.75,20.0, Gravelled
716, Koreran college,Lalitpur,8,3,1,South,2800.0,102675.0,13.0, Gravelled
717, Imadol,Lalitpur,0,0,0,South,778.0,112942.5,10.0, Blacktopped
718, Tokha,Kathmandu,4,3,1,East,998.0,1026.75,12.0, Paved
719, Sanepa,Lalitpur,3,3,1,South,814.0,1369.0,26.0, Blacktopped
720, Imadol,Lalitpur,10,3,1,South,2000.0,112942.5,13.0, Blacktopped
721, Imadol,Lalitpur,0,0,0,North East,446.0,209457.0,72.17848, Blacktopped
722, Tarakeshwar,Kathmandu,2,1,1,North East,651.0,136900.0,13.0, Blacktopped
723, Bharatpur,Chitwan,0,0,0,East,264.0,1106152.0,26.24672, Paved
724, Machhegaun,Kirtipur,0,0,0,South West,720.0,171125.0,13.0, Gravelled
725, Imadol,Lalitpur,4,4,2,South,1200.0,11978.75,13.0,
726, Baniyatar,Kathmandu,6,5,1,East,323.0,1369.0,20.0, Gravelled
727, Mandikatar,Kathmandu,6,5,20,East,571.0,18823.75,15.0, Blacktopped
728, Hattigauda,Kathmandu,6,6,3,East,490.0,29091.25,13.0, Gravelled
729, Golfutar,Kathmandu,4,5,3,West,448.0,2395.75,30.0, Soil Stabilized
730, Hattigauda,Kathmandu,5,5,2,North West,449.0,18823.75,13.0, Gravelled
731, Lainchaur,Kathmandu,0,0,0,North,627.0,103017.25,16.0, Blacktopped
732, Damak,Jhapa,0,0,0,East,622.0,65610.0,60.0, Blacktopped
733,Ekdhara,Kathmandu,3,3,0,South West,509.0,94118.75,13.0, Paved
734, Balkot,Bhaktapur,4,2,1,East,971.0,1026.75,13.0, Gravelled
735, Budhanilkantha,Kathmandu,5,5,3,East,544.0,25668.75,20.0, Paved
736, Ason,Kathmandu,5,3,0,West,552.0,1369.0,26.0, Blacktopped
737, Thaiba,Lalitpur,3,2,1,South,1600.0,1026.75,20.0, Blacktopped
738, Lalitpur,Lalitpur,5,3,1,West,871.0,10609.75,13.0, Blacktopped
739, Harisiddhi,Lalitpur,18,16,1,East,8100.0,212195.0,12.0, Gravelled
740, Manamaiju,Kathmandu,0,0,0,East,794.0,1026.75,12.0,
741, Lagankhel,Lalitpur,0,15,20,West,258.0,479150.0,29.52756, Blacktopped
742, Gongabu,Kathmandu,4,3,0,North,1400.0,109520.0,13.0, Blacktopped
743, Koteshwor,Kathmandu,0,0,0,South,783.0,177970.0,12.0, Blacktopped
744, Guleriya,Bardiya,4,1,0,North,730.0,3645.0,14.0, Soil Stabilized
745, Nakhipot,Lalitpur,0,0,0,East,1000.0,109520.0,7.0, Blacktopped
746, Dhapasi,Kathmandu,5,6,1,East,485.0,11978.75,13.0, Blacktopped
747, Lele,Lalitpur,0,0,0,East,899.0,9240.75,24.0, Gravelled
748, Chapali,Kathmandu,5,5,4,East,475.0,4107.0,15.0, Blacktopped
749, Bhangal,Kathmandu,6,5,1,North East,456.0,11978.75,20.0, Gravelled
750, Mandikatar,Kathmandu,6,0,5,West,464.0,1026.75,13.0, Gravelled
751, Pasikot,Kathmandu,4,4,4,East,415.0,7187.25,14.0, Blacktopped
752, Bhangal,Kathmandu,6,5,1,South West,361.0,10609.75,12.0, Paved
753, Dhapasi,Kathmandu,5,5,0,South West,356.0,5818.25,15.0, Blacktopped
754, Baluwatar,Kathmandu,5,5,0,North East,339.0,2053.5,13.0, Blacktopped
755, Budhanilkantha,Kathmandu,6,5,6,North West,286.0,4107.0,15.0, Blacktopped
756, Dhapasi,Kathmandu,5,5,4,South East,428.0,4791.5,20.0, Blacktopped
757, Ekatabasti,Kathmandu,7,5,1,South West,181.0,1369.0,13.0, Blacktopped
758, Ekatabasti,Kathmandu,7,7,1,South East,128.0,1369.0,13.0, Blacktopped
759, Dhapasi,Kathmandu,4,4,1,North East,375.0,1711.25,20.0, Blacktopped
760, Hattiban,Lalitpur,5,4,1,East,14200.0,147167.5,16.0, Gravelled
761, Swayambhu,Kathmandu,0,0,0,East,1100.0,112942.5,12.0,
762, Gurujudhara,Kathmandu,0,0,0,East,476.0,136900.0,20.0, Concrete
763, Balkhu,Kathmandu,3,2,3,East,580.0,154012.5,20.0,
764, Swayambhu,Kathmandu,5,3,1,North East,992.0,10609.75,13.0, Soil Stabilized
765, Kageshwari-Manohara,Kathmandu,5,3,1,West,396.0,1369.0,26.0, Blacktopped
766, Dhapasi,Kathmandu,5,5,3,South,144.0,2738.0,20.0, Blacktopped
767, Budhanilkantha,Kathmandu,6,6,20,East,1300.0,1677025.0,20.0, Blacktopped
768, Budhanilkantha,Kathmandu,4,5,3,South East,303.0,2395.75,15.0, Blacktopped
769, Hattigauda,Kathmandu,0,0,0,South West,284.0,15401.25,13.0, Gravelled
770, Thali,Kathmandu,0,0,0,East,373.0,2053.5,20.0, Gravelled
771, 85.1985274,Kathmandu,0,0,0,South East,219.0,19850.5,18.0, Blacktopped
772, planing,Kathmandu,8,3,1,North East,684.0,136900.0,16.0, Blacktopped
773, Godawari,Lalitpur,4,3,1,East,1000.0,1369.0,16.4042, Paved
774, Sanobharyang,Kathmandu,0,0,1,North,1900.0,171125.0,13.0, Blacktopped
775, Thamel,Kathmandu,11,8,5,East,716.0,2738.0,12.0,
776, Lalitpur,Lalitpur,0,0,1,North East,784.0,11636.5,0.0,
777, Paknajol,Kathmandu,2,1,5,East,453.0,2738.0,12.0, Paved
778, Lalitpur,Lalitpur,2,1,1,East,1100.0,7871.75,13.0,
779, Imadol,Lalitpur,4,5,1,East,5500.0,103017.25,20.0, Blacktopped
780, Ekatabasti,Kathmandu,5,5,2,East,107.0,18823.75,13.0, Blacktopped
781, Sitapaila,Kathmandu,4,4,1,South,318.0,1369.0,15.0, Gravelled
782, Bharatpur,Chitwan,0,0,0,East,497.0,1640.25,10.0, Blacktopped
783, Bishal Nagar,Kathmandu,2,2,1,South East,1300.0,1369.0,10.0, Blacktopped
784, Jhamsikhel,Lalitpur,3,4,2,East,779.0,177970.0,26.24672, Blacktopped
785, Sitapaila,Kathmandu,4,4,1,North,646.0,10609.75,13.0, Gravelled
786, Budhanilkantha,Kathmandu,5,5,4,East,332.0,4449.25,15.0, Blacktopped
787, Tokha,Kathmandu,6,5,1,East,589.0,1369.0,13.0, Blacktopped
788, Mandikatar,Kathmandu,6,4,1,South East,2700.0,10609.75,13.0, Blacktopped
789, Samakhusi,Kathmandu,7,8,2,East,157.0,1369.0,14.0, Paved
790, Bhangal,Kathmandu,5,5,1,South,217.0,11978.75,13.0, Gravelled
791, Janasahayog Marga,Kathmandu,6,3,2,North East,1100.0,1369.0,0.0,
792, Basundhara,Kathmandu,4,4,4,West,316.0,5476.0,14.0, Blacktopped
793, Paknajol,Kathmandu,0,0,0,East,594.0,21219.5,32.8084, Gravelled
794, Budhanilkantha,Kathmandu,5,5,4,South,183.0,5133.75,14.0, Blacktopped
795, Dhumbarahi,Kathmandu,7,7,3,East,165.0,2738.0,13.0, Blacktopped
796, Chabahil,Kathmandu,0,2,2,North,1100.0,3422.5,18.0, Paved
797, Jhamsikhel,Lalitpur,3,4,2,East,633.0,177970.0,14.0, Paved
798, Gokarneshwor,Kathmandu,4,3,2,East,651.0,144429.5,12.0, Paved
799, Bafal,Kathmandu,0,0,0,North,5100.0,143745.0,13.0, Blacktopped
800, Dharmasthali,Kathmandu,0,0,1,South East,1200.0,75295.0,12.0, Blacktopped
801, Harisiddhi,Lalitpur,0,0,0,South,1000.0,181392.5,20.0,
802, Gongabu,Kathmandu,0,0,2,East,934.0,1026.75,14.0, Gravelled
803, Budhanilkantha,Kathmandu,4,4,2,East,651.0,479150.0,15.0, Blacktopped
804, Budhanilkantha,Kathmandu,4,4,2,East,2800.0,1882375.0,15.0, Gravelled
805, Golfutar,Kathmandu,4,4,2,East,775.0,239575.0,15.0, Gravelled
806, Budhanilkantha,Kathmandu,4,4,1,East,679.0,1437450.0,14.0, Blacktopped
807, Sukedhara,Kathmandu,4,4,1,East,324.0,1129425.0,18.0, Blacktopped
808, Mandikatar,Kathmandu,4,4,1,East,1300.0,1060975.0,15.0, Blacktopped
809, Sukedhara,Kathmandu,2,3,4,East,239.0,1540125.0,15.0, Blacktopped
810, Golfutar,Kathmandu,4,3,1,East,466.0,136900.0,30.0, Blacktopped
811, Budhanilkantha,Kathmandu,10,0,0,North,871.0,1711.25,15.0, Blacktopped
812, Budhanilkantha,Kathmandu,4,4,2,East,255.0,205350.0,33.0, Blacktopped
813, Kathmandu,Kathmandu,0,0,1,East,1600.0,1369.0,12.0, Gravelled
814, Baniyatar,Kathmandu,0,0,1,South East,252.0,1369.0,14.0, Blacktopped
815, Thankot,Kathmandu,0,0,0,East,596.0,109520.0,13.0, Blacktopped
816, Balkhu,Kathmandu,0,0,0,South,575.0,17454.75,0.0,
817, Banasthali,Kathmandu,7,6,1,South,609.0,171125.0,16.0, Blacktopped
818, Kathmandu,Kathmandu,4,2,1,East,938.0,1369.0,13.0, Gravelled
819, Ramkot,Kathmandu,0,0,0,North,802.0,2738.0,20.0, Gravelled
820, Hetauda,Makwanpur,0,0,0,North,513.0,1458.0,15.0,
821, Balaju,Kathmandu,0,0,0,South,508.0,1026.75,10.0, Paved
822, Biratnagar,Morang,0,0,0,North,386.0,2187.0,15.0,
823, Lokanthali,Bhaktapur,16,3,0,North,867.0,2053.5,13.0, Blacktopped
824, Bijauri,Dang,0,0,0,South East,674.0,1369.0,0.0,
825, Bharatpur,Chitwan,0,0,0,North,788.0,7290.0,19.68504, Blacktopped
826, Suryabinayak,Bhaktapur,0,0,0,North,614.0,112942.5,10.0, Gravelled
827, Imadol,Lalitpur,0,0,0,South West,8100.0,1711.25,40.0, Gravelled
828, Bhatkyapati,Kirtipur,0,2,0,South,874.0,18823.75,12.0,
829, Hetauda,Makwanpur,0,0,0,East,761.0,36450.0,25.0, Blacktopped
830, Imadol,Lalitpur,2,1,0,West,1000.0,1026.75,5.0, Gravelled
831, Ekatabasti,Kathmandu,7,0,2,East,2100.0,15401.25,13.0, Blacktopped
832, Golfutar,Kathmandu,6,4,2,East,1600.0,1026.75,13.0, Gravelled
833, Naya Bazar,Kathmandu,8,4,1,North,820.0,106097.5,0.0,
834, Harisiddhi,Lalitpur,0,0,0,North East,177.0,1369.0,12.0, Gravelled
835, Kusunti,Lalitpur,4,4,3,North West,34500.0,178654.5,13.0, Blacktopped
836, Greenhill city,Kathmandu,4,4,1,East,861.0,1369.0,22.0, Blacktopped
837, Sanepa,Lalitpur,3,3,2,South,6700.0,1369.0,20.0, Blacktopped
838, Kapan,Kathmandu,0,0,0,East,1600.0,102675.0,13.0, Blacktopped
839, Pepsicola,Kathmandu,4,3,1,South East,5500.0,8556.25,13.0, Gravelled
840, Itahari,Sunsari,0,0,0,North,666.0,3280.5,20.0, Blacktopped
841, Dhapakhel,Lalitpur,2,1,0,North,843.0,1369.0,15.0, Gravelled
842, DDC Chowk,Biratnagar,3,1,1,North East,644.0,1640.25,13.0, Blacktopped
843, Hattiban,Lalitpur,3,3,0,South,610.0,109520.0,13.0, Gravelled
844, Butwal,Butwal,0,0,0,West,569.0,1369.0,15.0, Gravelled
845, Bharatpur,Chitwan,2,1,2,East,731.0,1093.5,19.68504, Blacktopped
846, Dhumbarahi,Kathmandu,0,0,0,West,193.0,215617.5,24.0, Gravelled
847, Goldhunga,Kathmandu,0,0,0,West,267.0,1026.75,13.0, Soil Stabilized
848, Durbar Marg,Kathmandu,0,0,0,North,547.0,75295.0,11.0, Paved
849, Thankot,Kathmandu,0,0,0,East,581.0,273800.0,13.0, Soil Stabilized
850, Aakase dhara,Kathmandu,6,5,5,East,736.0,1369.0,12.0, Blacktopped
851, Balkot,Bhaktapur,0,0,0,East,521.0,4107.0,12.0, Soil Stabilized
852, Thankot,Kathmandu,0,0,0,South,681.0,246420.0,13.0, Blacktopped
853, Battisputali,Kathmandu,0,3,1,East,784.0,106439.75,9.0, Paved
854, Kirtipur,Kathmandu,0,0,0,North,715.0,1369.0,10.0, Soil Stabilized
855, Kathmandu,Kathmandu,0,0,0,South West,638.0,1369.0,30.0, Blacktopped
856, Sano Gaun,Lalitpur,0,0,0,West,823.0,1026.75,13.0, Gravelled
857, Kirtipur,Kathmandu,0,0,0,West,309.0,1711.25,12.0, Soil Stabilized
858, Pokhara,Pokhara,0,0,0,East,378.0,1369.0,15.0, Soil Stabilized
859, Budhanilkantha,Kathmandu,0,0,0,South,2200.0,2738.0,15.0, Soil Stabilized
860, Budhanilkantha,Kathmandu,0,0,0,South,3300.0,3080.25,15.0, Blacktopped
861, Satdobato,Lalitpur,3,3,4,East,896.0,342250.0,20.0, Blacktopped
862, Shantinagar,Kathmandu,4,3,4,East,989.0,314870.0,20.0, Blacktopped
863, Chhauni,Kathmandu,0,0,0,North,435.0,3080.25,9.0, Paved
864, Sanepa,Lalitpur,3,5,1,East,1700.0,136900.0,20.0, Blacktopped
865, Lalitpur,Lalitpur,16,4,1,East,645.0,1369.0,10.0, Concrete
866, Imadol,Lalitpur,3,9,0,North East,1500.0,78717.5,10.0, Soil Stabilized
867, Imadol,Lalitpur,2,1,0,North East,4400.0,103017.25,12.0, Soil Stabilized
868, Bhaisepati,Lalitpur,0,0,0,North East,10000.0,212195.0,16.0, Blacktopped
869, Mandikatar,Kathmandu,6,3,2,East,3900.0,1711.25,13.0, Gravelled
870, Dhapakhel,Lalitpur,3,3,2,East,1200.0,212195.0,20.0, Blacktopped
871, Golfutar,Kathmandu,0,0,0,West,433.0,27380000.0,20.0, Blacktopped
872, Bakhundol,Lalitpur,5,0,2,East,552.0,17112.5,14.0, Blacktopped
873, Ghattekulo,Kathmandu,8,9,4,South,1500.0,451770.0,13.0, Blacktopped
874, Old Baneshwor,Kathmandu,6,3,4,South,1700.0,290912.5,20.0, Blacktopped
875, Raniban,Kathmandu,0,0,0,North East,566.0,147852.0,20.0, Blacktopped
876, Budhanilkantha,Kathmandu,5,5,3,South East,951.0,5133.75,13.0, Soil Stabilized
877, Golfutar,Kathmandu,6,6,3,East,1400.0,3422.5,20.0, Soil Stabilized
878, Budhanilkantha,Kathmandu,6,5,3,South East,933.0,27722.25,15.0, Blacktopped
879, Hattigauda,Kathmandu,5,5,3,East,351.0,5818.25,13.0, Soil Stabilized
880, Balaju,Kathmandu,0,0,0,East,811.0,273800.0,13.0, Blacktopped
881, Kalanki,Kathmandu,0,0,0,West,795.0,239575.0,16.0, Paved
882, Chandragiri,Kathmandu,0,0,0,West,442.0,136900.0,13.0, Gravelled
883, Thankot,Kathmandu,0,0,0,East,550.0,136900.0,13.0, Blacktopped
884, Radha Krisna Mandir,Kathmandu,8,0,0,South,2600.0,103359.5,10.0, Blacktopped
885, Jorpati,Kathmandu,6,3,3,East,4700.0,212195.0,10.0, Paved
886, Thankot,Kathmandu,0,0,0,West,420.0,212195.0,14.0, Concrete
887, Kadaghari,Kathmandu,3,1,0,North,605.0,75295.0,4.0, Soil Stabilized
888, Budhanilkantha,Kathmandu,5,4,2,East,925.0,273800.0,20.0, Blacktopped
889, Dhapasi,Kathmandu,3,3,1,South,1200.0,136900.0,20.0, Blacktopped
890, Imadol,Lalitpur,7,2,0,South,684.0,113627.0,13.0, Gravelled
891, Thaiba,Lalitpur,5,4,2,West,477.0,205350.0,20.0, Blacktopped
892, Swayambhu,Kathmandu,0,0,0,West,620.0,1369.0,15.0, Blacktopped
893, Mid Baneshwor,Kathmandu,7,4,1,South East,1500.0,239575.0,10.0, Concrete
894, Chakupat,Lalitpur,0,0,0,North,1100.0,177970.0,12.0, Gravelled
895, Balaju,Kathmandu,7,5,1,North,1100.0,1026.75,13.0, Gravelled
896, Syuchatar,Kathmandu,0,0,0,South East,935.0,103017.25,14.0, Blacktopped
897, Chhauni,Kathmandu,5,4,2,South West,369.0,239575.0,13.0, Blacktopped
898, Kausaltar,Bhaktapur,5,4,0,East,474.0,246420.0,15.0, Blacktopped
899, Bhaktapur,Bhaktapur,0,0,0,East,282.0,147509.75,20.0, Gravelled
900, Mulpani,Kathmandu,0,0,0,North,185.0,177970.0,26.24672,
901, Damak,Jhapa,0,0,0,North,598.0,1822.5,13.0, Gravelled
902, Gongabu,Kathmandu,0,0,0,North,188.0,1369.0,20.0, Blacktopped
903, Basbari,Kathmandu,2,4,3,South,514.0,1711.25,13.0, Gravelled
904, Mid Baneshwor,Kathmandu,0,0,0,North,314.0,119787.5,13.0, Blacktopped
905, Thapagaun,Kathmandu,0,0,0,South,185.0,143745.0,12.0, Blacktopped
906, Samakhusi,Kathmandu,0,0,0,South,326.0,15249291.0,20.0, Gravelled
907,,Kathmandu,2,1,2,South,854.0,205350.0,13.0, Soil Stabilized
908, Birgunj,Parsa,0,0,0,East,531.0,4738.5,26.0, Gravelled
909, Bhangal,Kathmandu,5,5,1,East,814.0,11978.75,13.0, Gravelled
910, Tokha,Kathmandu,0,0,0,East,185.0,2738.0,15.0, Blacktopped
911, Golfutar,Kathmandu,0,0,0,West,246.0,1369.0,33.0,
912, Budhanilkantha,Kathmandu,7,5,1,East,365.0,1711.25,20.0, Gravelled
913, Budhanilkantha,Kathmandu,0,0,0,East,1400.0,273800.0,15.0, Blacktopped
914, Gothatar,Kathmandu,8,0,0,North,511.0,103017.25,13.0, Gravelled
915, Bhangal,Kathmandu,11,0,0,West,747.0,119787.5,13.0, Gravelled
916, Changunarayan,Bhaktapur,0,0,0,South,673.0,1369.0,10.0, Blacktopped
917, Budhanilkantha,Kathmandu,0,0,0,West,370.0,314870.0,18.0, Blacktopped
918, Lagankhel,Lalitpur,0,0,0,North,250.0,1369.0,11.0, Blacktopped
919, Lubhu,Lalitpur,0,0,0,West,513.0,140322.5,20.0, Soil Stabilized
920, Dhumbarahi,Kathmandu,5,7,3,East,702.0,410700.0,14.0, Blacktopped
921, Birtamod Road,Itahari,0,0,0,North,244.0,1822.5,20.0, Blacktopped
922, Banasthali,Kathmandu,5,6,5,North,11400.0,181392.5,20.0, Blacktopped
923, Dahachowk,Kathmandu,0,0,0,North East,803.0,54760000.0,19.68504, Gravelled
924, Chabahil,Kathmandu,2,1,0,South,655.0,17454.75,12.0, Blacktopped
925, Mahalaxmisthan,Lalitpur,0,0,0,East,324.0,1369.0,26.0, Blacktopped
926, Sitapaila,Kathmandu,3,4,1,East,627.0,1026.75,14.0,
927, DDC Chowk,Biratnagar,0,0,0,East,134.0,5476000.0,0.0,
928, Tarkeshwor,Kathmandu,0,6,1,East,1800.0,2053.5,22.0, Blacktopped
929, Jhamsikhel,Lalitpur,2,1,1,South,912.0,1369.0,0.0,
930, Baluwatar,Kathmandu,0,0,0,South East,386.0,308025.0,16.0, Blacktopped
931, Maharajgunj,Kathmandu,5,6,5,East,410.0,2224625.0,15.0, Blacktopped
932, Naxal,Kathmandu,0,0,0,South East,402.0,239575.0,16.0, Blacktopped
933, Nagarjun,Kathmandu,0,0,0,South,251.0,11061520.0,16.0, Blacktopped
934, Sukedhara,Kathmandu,18,6,6,South,2800.0,2053.5,13.0, Blacktopped
935, Baluwatar,Kathmandu,0,0,0,North,2900.0,1369.0,42.0, Blacktopped
936, Anamnagar,Kathmandu,0,0,0,South,208.0,1369.0,65.6168, Soil Stabilized
937, Naxal,Kathmandu,0,0,0,North East,351.0,342250.0,20.0, Blacktopped
938, Kathmandu Nepal,Kathmandu,0,4,4,North,945.0,102675.0,12.0, Gravelled
939, Mid Baneshwor,Kathmandu,0,0,0,South East,285.0,3764750.0,40.0, Blacktopped
940, Baluwatar,Kathmandu,0,0,0,East,298.0,3935875.0,50.0, Blacktopped
941, Dhapasi,Kathmandu,6,6,2,South West,501.0,273800.0,20.0, Blacktopped
942, Budhanilkantha,Kathmandu,6,7,10,North,1500.0,3764750.0,20.0, Blacktopped
943, Lazimpat,Kathmandu,0,0,0,East,331.0,308025.0,60.0, Blacktopped
944, Dhumbarahi,Kathmandu,0,0,0,West,294.0,311447.5,45.0, Blacktopped
945, Dhapasi,Kathmandu,0,0,0,East,280.0,212195.0,12.0, Blacktopped
946, Mid Baneshwor,Kathmandu,4,5,2,South East,926.0,411384.5,20.0, Blacktopped
947, Bishal Nagar,Kathmandu,2,2,1,West,719.0,1369.0,0.0,
948, Gwarko,Lalitpur,3,3,1,East,410.0,75295.0,16.0, Gravelled
949, Baneshwor,Kathmandu,0,0,0,South,986.0,1369.0,98.4252, Blacktopped
950, Kapan,Kathmandu,6,5,1,East,359.0,1711.25,14.0, Gravelled
951, Tikathali,Lalitpur,3,2,3,West,309.0,136900.0,13.0, Gravelled
952, Budhanilkantha,Kathmandu,24,0,15,East,1100.0,16428.0,22.0, Blacktopped
953, Budhanilkantha,Kathmandu,10,8,2,South,691.0,1369.0,30.0, Blacktopped
954, Kavresthali,Kathmandu,0,0,0,West,627.0,1026.75,10.0, Soil Stabilized
955, Thaiba,Lalitpur,4,4,2,East,608.0,137242.25,13.0, Gravelled
956, Imadol,Lalitpur,0,4,0,South,664.0,2004.75,0.0,
957, Birgunj,Parsa,0,0,0,North,852.0,8201.25,66.0, Blacktopped
958, Tarakeshwar,Kathmandu,1,1,1,North West,490.0,76321.75,10.0, Gravelled
959, Newroad,Kathmandu,23,10,0,West,430.0,75295.0,15.0, Blacktopped
960, Boudha,Kathmandu,4,4,0,West,788.0,1369.0,15.0, Gravelled
961, Thali,Kathmandu,0,0,0,North,239.0,109520.0,12.0, Gravelled
962, Thali,Kathmandu,0,0,0,West,314.0,1369.0,4.0, Soil Stabilized
963, Banepa,Kavre,0,0,0,North,230.0,35251.75,20.0, Gravelled
964, Thali,Kathmandu,0,0,0,North,251.0,2053.5,12.0, Gravelled
965, Minbhawan,Kathmandu,6,2,0,South,298.0,2902280.0,20.0, Blacktopped
966, Dashindhoka Jorpati,Kathmandu,0,0,0,South,398.0,1369.0,15.0,
967, Tikathali,Lalitpur,8,3,0,South,860.0,102675.0,13.0, Blacktopped
968, Tarkeshwor,Kathmandu,0,0,0,East,157.0,102675.0,10.0, Gravelled
969, Tarkeshwor,Kathmandu,4,0,0,South,343.0,8556.25,10.0,
